CustomerID,LastPurchaseDate,FirstPurchaseDate,Frequency,Monetary,TotalProducts,UniqueCategories,PrimaryCategory,PreferredPaymentMethod,Country,Recency,AvgOrderValue,CustomerTenureDays,AvgDaysBetweenOrders
CUST_1375,2025-06-07 12:25:00,2024-03-03 19:43:00,31,14128.07,81,6,Electronics,Credit Card,United States,24,455.74,485,15.4
CUST_1376,2025-06-27 08:49:00,2024-02-27 19:04:00,27,14196.35,74,6,Apparel,Credit Card,United States,4,525.79,490,18.7
CUST_1377,2025-06-17 09:50:00,2024-01-25 21:39:00,35,16029.31,98,6,Apparel,Credit Card,Canada,14,457.98,523,15.0
CUST_1378,2025-06-11 08:54:00,2024-01-03 16:15:00,35,20083.64,96,6,Apparel,PayPal,United States,20,573.82,545,15.4
CUST_1379,2025-06-30 21:24:00,2024-01-22 19:34:00,42,26795.54,123,6,Electronics,Credit Card,Canada,1,637.99,526,12.8
CUST_1380,2025-06-04 22:49:00,2024-01-04 15:23:00,39,19386.57,97,6,Home & Kitchen,PayPal,United States,27,497.09,544,13.6
CUST_1381,2025-05-23 15:32:00,2024-01-12 14:34:00,30,15865.89,77,6,Apparel,Credit Card,United States,39,528.86,536,17.1
CUST_1382,2024-06-22 08:02:00,2024-01-01 14:53:00,41,16612.52,115,6,Apparel,Credit Card,Germany,374,405.18,547,4.3
CUST_1383,2025-06-26 22:16:00,2024-02-12 22:20:00,38,25740.03,92,6,Electronics,Credit Card,Germany,5,677.37,505,13.5
CUST_1384,2025-06-06 14:29:00,2024-01-01 10:17:00,30,13830.07,93,6,Apparel,Credit Card,India,25,461.0,547,18.0
CUST_1385,2025-06-29 16:14:00,2024-01-09 10:22:00,35,21420.05,101,6,Home & Kitchen,Credit Card,Germany,2,612.0,539,15.8
CUST_1386,2025-06-20 13:54:00,2024-01-28 11:30:00,30,13841.96,82,5,Beauty & Personal Care,Credit Card,Canada,11,461.4,520,17.6
CUST_1387,2025-06-16 08:06:00,2024-01-26 09:03:00,24,28093.85,87,5,Home & Kitchen,Credit Card,United States,15,1170.58,522,22.0
CUST_1388,2025-06-22 21:14:00,2024-02-16 13:35:00,36,24688.68,106,6,Apparel,Credit Card,United States,9,685.8,501,14.1
CUST_1389,2025-06-28 15:50:00,2024-02-14 14:15:00,45,26420.79,113,6,Electronics,PayPal,Canada,3,587.13,503,11.4
CUST_1390,2024-06-28 09:50:00,2024-01-07 12:35:00,29,15158.72,76,6,Apparel,Credit Card,Canada,368,522.71,541,6.2
CUST_1391,2025-06-04 19:56:00,2024-01-28 12:04:00,35,27821.03,120,6,Apparel,Credit Card,Australia,27,794.89,520,14.5
CUST_1392,2025-06-16 13:50:00,2024-01-10 10:26:00,42,24153.33,112,6,Home & Kitchen,Credit Card,United Kingdom,15,575.08,538,12.8
CUST_1393,2025-05-28 16:52:00,2024-01-25 21:33:00,23,10470.2,52,5,Home & Kitchen,Credit Card,United States,34,455.23,523,22.2
CUST_1394,2025-06-26 15:35:00,2024-01-16 22:30:00,38,16710.45,114,6,Beauty & Personal Care,PayPal,Canada,5,439.75,532,14.2
CUST_1395,2025-06-17 09:48:00,2024-01-27 17:47:00,37,26453.97,100,6,Electronics,Credit Card,United States,14,714.97,521,14.1
CUST_1396,2025-06-02 13:54:00,2024-01-18 16:34:00,32,19074.36,79,6,Apparel,Credit Card,India,29,596.07,530,16.2
CUST_1397,2025-06-26 08:53:00,2024-01-02 09:01:00,31,27147.16,87,5,Apparel,Credit Card,India,5,875.71,546,18.0
CUST_1398,2025-06-19 11:14:00,2024-01-07 14:16:00,40,21996.97,95,6,Electronics,Credit Card,United Kingdom,12,549.92,541,13.6
CUST_1399,2025-05-17 14:06:00,2024-01-05 21:37:00,30,12054.76,86,6,Apparel,Credit Card,Canada,45,401.83,543,17.2
CUST_1400,2025-05-04 15:12:00,2024-01-02 19:34:00,39,22522.44,109,6,Apparel,Credit Card,Canada,58,577.5,546,12.8
CUST_1401,2025-06-15 16:03:00,2024-02-02 13:11:00,29,18796.57,75,6,Home & Kitchen,Credit Card,United States,16,648.16,515,17.8
CUST_1402,2025-05-08 08:27:00,2024-01-07 17:18:00,38,48738.25,125,6,Electronics,Credit Card,India,54,1282.59,541,13.2
CUST_1403,2025-06-10 13:56:00,2024-01-10 12:52:00,32,18257.31,72,6,Apparel,Credit Card,United Kingdom,21,570.54,538,16.7
CUST_1404,2025-06-20 22:52:00,2024-01-03 18:52:00,31,29921.16,112,6,Home & Kitchen,Credit Card,Canada,11,965.2,545,17.8
CUST_1405,2025-05-08 10:30:00,2024-01-06 10:04:00,29,15825.22,73,5,Home & Kitchen,Credit Card,United States,54,545.7,542,17.4
CUST_1406,2025-06-30 09:59:00,2024-01-07 19:42:00,26,11434.57,63,6,Apparel,Credit Card,India,1,439.79,541,21.6
CUST_1407,2024-06-10 22:47:00,2024-01-01 22:03:00,23,9262.69,60,6,Beauty & Personal Care,Credit Card,United States,386,402.73,547,7.3
CUST_1408,2025-06-06 17:08:00,2024-01-05 09:28:00,23,12812.7,60,6,Apparel,Credit Card,United States,25,557.07,543,23.5
CUST_1409,2025-06-21 11:48:00,2024-01-06 09:11:00,35,16046.48,87,6,Apparel,PayPal,India,10,458.47,542,15.6
CUST_1410,2025-05-25 19:00:00,2024-01-02 22:18:00,25,9495.28,73,6,Home & Kitchen,Credit Card,United States,37,379.81,546,21.2
CUST_1411,2025-06-09 11:16:00,2024-01-13 22:27:00,23,12659.68,58,6,Beauty & Personal Care,Credit Card,United States,22,550.42,535,23.3
CUST_1412,2024-06-28 15:30:00,2024-01-07 12:33:00,32,16161.22,88,6,Home & Kitchen,Credit Card,Australia,368,505.04,541,5.6
CUST_1413,2024-06-26 11:20:00,2024-01-06 12:45:00,36,26677.74,92,6,Home & Kitchen,Credit Card,Australia,370,741.05,542,4.9
CUST_1414,2025-06-30 19:09:00,2024-01-18 12:19:00,30,12707.76,78,6,Apparel,Credit Card,United Kingdom,1,423.59,530,18.2
CUST_1415,2025-06-29 15:17:00,2024-01-05 17:09:00,47,27910.27,106,6,Apparel,Credit Card,Germany,2,593.84,543,11.8
CUST_1416,2025-05-19 15:54:00,2024-01-04 17:48:00,31,17456.21,70,6,Electronics,Credit Card,United Kingdom,43,563.1,544,16.7
CUST_1417,2024-06-27 21:52:00,2024-01-08 16:40:00,37,12917.33,102,6,Home & Kitchen,Credit Card,United States,369,349.12,540,4.8
CUST_1418,2025-06-19 20:16:00,2024-02-19 14:03:00,40,25078.22,108,6,Beauty & Personal Care,Credit Card,United States,12,626.96,498,12.5
CUST_1419,2025-06-11 20:14:00,2024-01-09 09:12:00,31,11076.0,86,6,Beauty & Personal Care,PayPal,Germany,20,357.29,539,17.3
CUST_1420,2025-04-18 17:30:00,2024-01-21 12:54:00,31,15271.86,67,6,Apparel,Credit Card,Canada,74,492.64,527,15.1
CUST_1421,2025-05-23 12:52:00,2024-01-06 21:03:00,24,19381.3,78,5,Electronics,Credit Card,Canada,39,807.55,542,21.9
CUST_1422,2025-06-30 08:24:00,2024-03-14 20:10:00,27,22843.05,106,6,Apparel,Credit Card,Canada,1,846.04,474,18.2
CUST_1423,2025-06-06 19:06:00,2024-01-10 13:48:00,29,9216.1,72,5,Apparel,Credit Card,United States,25,317.8,538,18.3
CUST_1424,2025-06-15 15:42:00,2024-01-27 15:00:00,39,13769.99,93,6,Apparel,Credit Card,United Kingdom,16,353.08,521,13.3
CUST_1425,2025-06-25 17:39:00,2024-01-06 22:38:00,47,31191.72,120,6,Apparel,Credit Card,United States,6,663.65,542,11.7
CUST_1426,2025-06-30 09:15:00,2024-01-16 19:47:00,33,33580.15,121,6,Home & Kitchen,PayPal,United Kingdom,1,1017.58,532,16.6
CUST_1427,2025-06-09 19:57:00,2024-01-06 08:59:00,37,25903.46,93,6,Electronics,Credit Card,United Kingdom,22,700.09,542,14.4
CUST_1428,2025-06-23 16:31:00,2024-01-22 21:23:00,35,21447.67,88,6,Home & Kitchen,Credit Card,India,8,612.79,526,15.2
CUST_1429,2025-06-04 19:02:00,2024-01-19 10:56:00,33,19721.81,83,6,Apparel,Credit Card,United States,27,597.63,529,15.7
CUST_1430,2025-06-29 15:05:00,2024-01-18 10:37:00,39,37988.46,155,6,Apparel,Credit Card,United States,2,974.06,530,13.9
CUST_1431,2025-05-24 21:06:00,2024-01-07 12:07:00,28,23829.76,73,6,Electronics,Credit Card,United States,38,851.06,541,18.6
CUST_1432,2025-06-30 12:23:00,2024-01-05 15:17:00,39,24597.91,99,6,Electronics,Credit Card,Canada,1,630.72,543,14.3
CUST_1433,2025-05-08 20:39:00,2024-01-03 22:32:00,33,18883.86,93,6,Home & Kitchen,Credit Card,Germany,54,572.24,545,15.3
CUST_1434,2025-06-06 22:20:00,2024-01-23 10:10:00,32,16027.58,87,6,Home & Kitchen,Credit Card,United States,25,500.86,525,16.1
CUST_1435,2025-05-25 10:42:00,2024-01-12 18:12:00,27,16096.08,60,6,Electronics,Credit Card,United States,37,596.15,536,19.2
CUST_1436,2025-06-27 08:07:00,2024-02-07 16:16:00,37,20443.96,90,6,Electronics,Credit Card,Germany,4,552.54,510,14.1
CUST_1437,2025-06-16 10:28:00,2024-01-06 14:30:00,44,32011.07,124,5,Electronics,Credit Card,United States,15,727.52,542,12.3
CUST_1438,2025-06-29 19:31:00,2024-01-03 17:19:00,37,18780.63,104,6,Apparel,Credit Card,Canada,2,507.58,545,15.1
CUST_1439,2025-06-30 10:54:00,2024-01-04 14:04:00,38,18800.2,119,6,Apparel,Credit Card,Germany,1,494.74,544,14.7
CUST_1440,2025-05-13 10:23:00,2024-01-27 15:49:00,33,31405.78,108,6,Apparel,Credit Card,United States,49,951.69,521,14.8
CUST_1441,2025-06-06 18:21:00,2024-01-02 19:06:00,38,36461.6,141,6,Electronics,Credit Card,United States,25,959.52,546,14.1
CUST_1442,2025-06-20 14:05:00,2024-01-22 13:43:00,28,9481.55,81,6,Apparel,Credit Card,Australia,11,338.63,526,19.1
CUST_1443,2025-06-21 18:15:00,2024-01-17 11:19:00,38,20861.6,97,6,Home & Kitchen,Credit Card,United States,10,548.99,531,14.1
CUST_1444,2025-06-26 13:18:00,2024-01-16 16:30:00,35,26812.16,89,5,Electronics,Credit Card,United States,5,766.06,532,15.5
CUST_1445,2025-06-27 18:22:00,2024-01-19 21:05:00,43,18171.9,119,6,Apparel,Credit Card,Canada,4,422.6,529,12.5
CUST_1446,2025-06-25 18:16:00,2024-01-20 09:35:00,34,21859.76,83,6,Home & Kitchen,Credit Card,India,6,642.93,528,15.8
CUST_1447,2025-06-25 14:46:00,2024-01-03 08:01:00,40,23841.81,106,6,Apparel,Credit Card,Australia,6,596.05,545,13.8
CUST_1448,2025-06-11 13:22:00,2024-01-20 12:11:00,28,25992.66,74,6,Electronics,Credit Card,Canada,20,928.31,528,18.8
CUST_1449,2025-06-30 17:24:00,2024-01-30 09:38:00,45,29709.95,121,6,Electronics,Credit Card,United States,1,660.22,518,11.8
CUST_1450,2025-06-11 10:31:00,2024-01-01 20:06:00,35,20553.89,93,5,Apparel,Credit Card,United States,20,587.25,547,15.5
CUST_1451,2025-06-18 12:10:00,2024-01-04 18:52:00,25,38395.96,100,6,Electronics,Credit Card,Canada,13,1535.84,544,22.1
CUST_1452,2025-06-19 14:51:00,2024-01-08 09:45:00,38,17919.16,105,6,Apparel,Credit Card,United Kingdom,12,471.56,540,14.3
CUST_1453,2025-04-28 13:16:00,2024-02-08 08:31:00,26,21383.53,69,6,Home & Kitchen,Credit Card,United Kingdom,64,822.44,509,17.8
CUST_1454,2025-06-19 18:42:00,2024-01-10 12:54:00,40,30753.69,102,6,Electronics,Credit Card,India,12,768.84,538,13.5
CUST_1455,2024-06-20 22:54:00,2024-01-01 14:01:00,25,12644.89,67,6,Apparel,Credit Card,United States,376,505.8,547,7.1
CUST_1456,2024-06-23 21:59:00,2024-01-02 20:32:00,42,23649.71,116,6,Apparel,Credit Card,United Kingdom,373,563.09,546,4.2
CUST_1457,2025-06-05 17:51:00,2024-01-03 17:26:00,28,16117.63,68,6,Apparel,Credit Card,United States,26,575.63,545,19.2
CUST_1458,2025-06-20 08:37:00,2024-02-02 11:18:00,26,9988.64,62,6,Apparel,Credit Card,United Kingdom,11,384.18,515,20.2
CUST_1459,2025-06-24 10:36:00,2024-01-10 15:13:00,26,16838.67,61,6,Home & Kitchen,Credit Card,United States,7,647.64,538,21.2
CUST_1460,2025-05-17 19:33:00,2024-01-01 09:39:00,43,19504.61,122,5,Apparel,Credit Card,United States,45,453.6,547,12.0
CUST_1461,2025-05-29 11:24:00,2024-01-13 17:33:00,35,21832.75,94,6,Home & Kitchen,Credit Card,United States,33,623.79,535,14.8
CUST_1462,2025-06-27 09:08:00,2024-03-08 09:03:00,41,23089.31,110,6,Home & Kitchen,Credit Card,Germany,4,563.15,480,11.9
CUST_1463,2025-06-18 18:19:00,2024-02-03 22:36:00,27,15926.92,68,6,Home & Kitchen,Credit Card,Germany,13,589.89,514,19.3
CUST_1464,2025-05-23 08:50:00,2024-01-15 08:26:00,31,13667.21,79,6,Beauty & Personal Care,Credit Card,United Kingdom,39,440.88,533,16.5
CUST_1465,2025-06-18 15:25:00,2024-01-01 21:10:00,38,25762.41,95,6,Electronics,Credit Card,Australia,13,677.96,547,14.4
CUST_1466,2025-06-19 20:10:00,2024-01-26 16:15:00,36,15163.58,83,6,Apparel,Credit Card,United States,12,421.21,522,14.6
CUST_1467,2025-05-19 17:08:00,2024-03-15 09:12:00,26,10277.07,74,6,Home & Kitchen,Credit Card,United States,43,395.27,473,17.2
CUST_1468,2025-06-09 10:49:00,2024-01-14 08:09:00,29,11545.84,89,6,Apparel,Credit Card,India,22,398.13,534,18.3
CUST_1469,2025-06-09 22:02:00,2024-01-05 13:50:00,34,20177.97,93,6,Apparel,Credit Card,United States,22,593.47,543,15.8
CUST_1470,2025-06-27 10:04:00,2024-01-16 17:06:00,41,33676.08,156,6,Apparel,Credit Card,Australia,4,821.37,532,13.2
CUST_1471,2025-06-29 13:37:00,2024-01-10 17:42:00,35,35697.46,126,6,Electronics,Credit Card,United States,2,1019.93,538,15.8
CUST_1472,2025-06-05 12:15:00,2024-01-29 19:30:00,31,13758.99,78,6,Apparel,Credit Card,Australia,26,443.84,519,16.4
CUST_1473,2025-05-04 13:39:00,2024-01-31 09:49:00,28,14234.4,67,6,Apparel,PayPal,United States,58,508.37,517,17.0
CUST_1474,2025-06-29 10:00:00,2024-01-08 16:23:00,27,16871.03,64,6,Electronics,Credit Card,India,2,624.85,540,20.7
CUST_1475,2025-06-27 21:46:00,2024-01-01 16:30:00,27,22304.06,71,6,Electronics,Credit Card,United Kingdom,4,826.08,547,20.9
CUST_1476,2024-06-16 17:16:00,2024-01-04 22:42:00,31,19557.42,72,6,Electronics,Credit Card,Australia,380,630.88,544,5.5
CUST_1477,2025-06-24 14:53:00,2024-01-22 17:48:00,28,13632.35,76,6,Home & Kitchen,Credit Card,United States,7,486.87,526,19.2
CUST_1478,2025-06-26 21:27:00,2024-01-11 15:24:00,38,26137.22,110,6,Apparel,Credit Card,United Kingdom,5,687.82,537,14.4
CUST_1479,2024-06-10 08:48:00,2024-01-02 21:40:00,39,16180.59,98,6,Apparel,Credit Card,Australia,386,414.89,546,4.2
CUST_1480,2025-06-10 13:21:00,2024-01-06 11:46:00,31,10251.09,73,6,Apparel,PayPal,United Kingdom,21,330.68,542,17.4
CUST_1481,2025-05-12 14:14:00,2024-01-04 21:05:00,33,23610.85,88,6,Electronics,Credit Card,Germany,50,715.48,544,15.4
CUST_1482,2025-06-11 10:59:00,2024-01-05 09:08:00,29,10919.44,80,6,Home & Kitchen,Credit Card,Germany,20,376.53,543,18.7
CUST_1483,2025-06-24 11:09:00,2024-01-22 21:54:00,28,24119.84,67,6,Electronics,Credit Card,United Kingdom,7,861.42,526,19.2
CUST_1484,2025-06-03 09:27:00,2024-01-18 20:12:00,37,20929.49,91,6,Home & Kitchen,Credit Card,Germany,28,565.66,530,13.9
CUST_1485,2025-06-20 15:51:00,2024-01-02 11:38:00,36,29170.97,96,6,Electronics,Credit Card,United Kingdom,11,810.3,546,15.3
CUST_1486,2025-05-31 13:37:00,2024-04-18 21:41:00,29,18317.32,89,6,Electronics,Credit Card,India,31,631.63,439,14.6
CUST_1487,2025-06-14 13:24:00,2024-01-23 17:31:00,35,21939.29,82,6,Apparel,Credit Card,United States,17,626.84,525,14.9
CUST_1488,2025-06-19 10:18:00,2024-01-10 21:38:00,37,22692.57,94,6,Electronics,Credit Card,United States,12,613.31,538,14.6
CUST_1489,2025-06-19 15:26:00,2024-01-15 19:01:00,35,15635.22,90,6,Electronics,Credit Card,Australia,12,446.72,533,15.3
CUST_1490,2025-06-20 12:41:00,2024-01-09 13:05:00,28,22245.72,65,6,Apparel,Credit Card,India,11,794.49,539,19.6
CUST_1491,2025-05-14 15:22:00,2024-02-29 11:56:00,35,10488.57,86,6,Apparel,Credit Card,United Kingdom,48,299.67,488,12.9
CUST_1492,2025-06-29 20:51:00,2024-03-09 09:11:00,32,9459.02,91,6,Beauty & Personal Care,Credit Card,Germany,2,295.59,479,15.4
CUST_1493,2025-06-20 18:20:00,2024-01-02 14:34:00,31,12201.99,73,6,Beauty & Personal Care,PayPal,United States,11,393.61,546,17.8
CUST_1494,2025-06-14 18:10:00,2024-01-25 16:29:00,33,12050.49,97,5,Apparel,Credit Card,United States,17,365.17,523,15.8
CUST_1495,2025-06-20 22:05:00,2024-01-03 22:58:00,34,18658.06,87,6,Electronics,Credit Card,United Kingdom,11,548.77,544,16.2
CUST_1496,2025-05-13 11:09:00,2024-01-21 22:05:00,46,32271.02,115,6,Apparel,Credit Card,United States,49,701.54,527,10.6
CUST_1497,2024-06-29 21:16:00,2024-01-04 18:23:00,38,18978.93,92,6,Home & Kitchen,Credit Card,United Kingdom,367,499.45,544,4.8
CUST_1498,2025-06-19 09:26:00,2024-01-02 16:57:00,30,28385.2,126,6,Apparel,Credit Card,United States,12,946.17,546,18.4
CUST_1499,2025-06-23 22:34:00,2024-02-12 15:36:00,25,24113.92,94,6,Home & Kitchen,Credit Card,Australia,8,964.56,505,20.7
CUST_1500,2025-06-25 10:33:00,2024-01-05 18:08:00,31,13949.29,82,6,Apparel,Credit Card,Australia,6,449.98,543,17.9
CUST_1501,2025-06-13 15:47:00,2024-01-17 15:13:00,26,13380.69,82,5,Apparel,Credit Card,Germany,18,514.64,531,20.5
CUST_1502,2025-06-15 16:30:00,2024-01-10 18:01:00,36,28850.51,104,5,Apparel,Credit Card,United Kingdom,16,801.4,538,14.9
CUST_1503,2024-06-27 22:25:00,2024-01-02 13:14:00,40,23257.32,104,6,Electronics,Credit Card,United States,369,581.43,546,4.5
CUST_1504,2025-06-15 16:25:00,2024-01-05 09:18:00,26,17285.55,83,6,Apparel,Credit Card,Canada,16,664.83,543,21.1
CUST_1505,2025-06-28 15:19:00,2024-01-21 22:30:00,33,23065.21,80,5,Home & Kitchen,Credit Card,Germany,3,698.95,527,16.4
CUST_1506,2025-06-30 19:59:00,2024-01-09 15:19:00,38,19075.76,108,6,Apparel,Credit Card,United States,1,501.99,539,14.5
CUST_1507,2025-06-23 13:00:00,2024-01-05 13:00:00,34,27529.17,84,6,Home & Kitchen,PayPal,India,8,809.68,543,16.2
CUST_1508,2025-06-23 14:11:00,2024-01-15 15:48:00,26,13690.34,63,6,Apparel,Credit Card,Canada,8,526.55,533,21.0
CUST_1509,2025-05-25 14:59:00,2024-01-25 14:09:00,23,24862.57,68,6,Electronics,Credit Card,India,37,1080.98,523,22.1
CUST_1510,2025-06-15 18:28:00,2024-01-01 14:28:00,38,16836.68,96,6,Apparel,Credit Card,Germany,16,443.07,547,14.4
CUST_1511,2025-06-28 20:40:00,2024-01-05 08:35:00,31,32606.94,118,6,Apparel,Credit Card,Germany,3,1051.84,543,18.0
CUST_1512,2025-06-25 18:43:00,2024-01-14 18:00:00,34,27143.3,122,6,Books,Credit Card,United Kingdom,6,798.33,534,16.0
CUST_1513,2024-06-22 21:53:00,2024-01-09 15:02:00,29,12506.97,70,6,Home & Kitchen,Credit Card,India,374,431.27,539,5.9
CUST_1514,2025-05-07 14:46:00,2024-01-10 10:44:00,25,14747.34,62,6,Apparel,Credit Card,India,55,589.89,538,20.1
CUST_1515,2025-06-22 15:24:00,2024-02-18 15:24:00,39,31454.7,89,6,Electronics,Credit Card,United States,9,806.53,499,12.9
CUST_1516,2025-06-09 13:50:00,2024-03-02 13:39:00,30,15861.78,73,6,Home & Kitchen,Credit Card,United States,22,528.73,486,16.0
CUST_1517,2025-06-08 15:15:00,2024-01-12 08:28:00,33,18298.85,84,6,Home & Kitchen,Credit Card,United States,23,554.51,536,16.0
CUST_1518,2024-06-21 21:55:00,2024-01-01 15:38:00,34,25294.49,90,6,Apparel,Credit Card,Canada,375,743.96,547,5.2
CUST_1519,2025-06-17 20:26:00,2024-01-25 20:23:00,24,17132.2,66,6,Electronics,Credit Card,Australia,14,713.84,523,22.1
CUST_1520,2025-06-07 22:08:00,2024-01-03 16:46:00,27,7463.04,79,5,Home & Kitchen,PayPal,United States,24,276.41,545,20.0
CUST_1521,2024-06-22 14:44:00,2024-01-02 18:04:00,34,22333.45,75,6,Electronics,Credit Card,United Kingdom,374,656.87,546,5.2
CUST_1522,2025-06-27 17:03:00,2024-01-02 20:48:00,25,11268.24,67,6,Apparel,Credit Card,United States,4,450.73,546,22.6
CUST_1523,2024-06-15 18:44:00,2024-01-02 09:22:00,34,18012.76,100,6,Apparel,Credit Card,Australia,381,529.79,546,5.0
CUST_1524,2025-06-08 15:14:00,2024-01-07 10:24:00,38,54601.79,131,5,Home & Kitchen,Credit Card,Canada,23,1436.89,541,14.0
CUST_1525,2025-06-28 14:50:00,2024-02-27 20:31:00,36,12529.27,86,6,Apparel,Credit Card,Canada,3,348.04,490,13.9
CUST_1526,2025-06-29 18:25:00,2024-01-02 15:58:00,37,15032.35,99,6,Apparel,Credit Card,United Kingdom,2,406.28,546,15.1
CUST_1527,2025-06-27 08:20:00,2024-01-09 11:15:00,19,9065.72,53,6,Beauty & Personal Care,Credit Card,United Kingdom,4,477.14,539,29.7
CUST_1528,2024-06-24 20:45:00,2024-01-07 22:07:00,34,16010.41,85,6,Apparel,Credit Card,United States,372,470.89,541,5.1
CUST_1529,2025-06-27 09:19:00,2024-01-15 20:24:00,30,11238.1,77,6,Home & Kitchen,Credit Card,United States,4,374.6,533,18.2
CUST_1530,2025-06-27 10:17:00,2024-01-03 09:40:00,34,19968.17,98,6,Apparel,Credit Card,India,4,587.3,545,16.4
CUST_1531,2025-06-10 08:27:00,2024-01-19 10:07:00,37,17291.92,96,6,Home & Kitchen,Credit Card,Canada,21,467.35,529,14.1
CUST_1532,2025-06-01 15:22:00,2024-01-07 13:50:00,41,16698.07,111,6,Apparel,Credit Card,Australia,30,407.27,541,12.8
CUST_1533,2025-06-10 22:48:00,2024-01-05 16:05:00,34,18696.93,88,6,Books,Credit Card,Australia,21,549.91,543,15.8
CUST_1534,2024-06-28 15:13:00,2024-01-07 08:40:00,22,19619.92,57,5,Apparel,Credit Card,United Kingdom,368,891.81,541,8.2
CUST_1535,2025-06-20 10:29:00,2024-02-03 12:24:00,32,15533.1,103,6,Apparel,Credit Card,Canada,11,485.41,514,16.2
CUST_1536,2025-06-17 20:58:00,2024-02-16 20:34:00,24,10600.37,65,6,Apparel,Credit Card,India,14,441.68,501,21.2
CUST_1537,2025-06-26 15:03:00,2024-01-03 10:47:00,43,27658.82,125,6,Apparel,Credit Card,Canada,5,643.23,545,12.9
CUST_1538,2025-05-22 15:11:00,2024-02-12 17:00:00,32,13958.35,82,6,Apparel,PayPal,United States,40,436.2,505,15.0
CUST_1539,2025-06-24 15:26:00,2024-01-22 14:22:00,33,13894.66,92,5,Home & Kitchen,Credit Card,United Kingdom,7,421.05,526,16.2
CUST_1540,2025-05-31 18:05:00,2024-01-21 18:45:00,29,26875.63,78,6,Electronics,Credit Card,United States,31,926.75,527,17.7
CUST_1541,2024-06-25 21:01:00,2024-01-05 22:29:00,27,8046.52,71,6,Apparel,Credit Card,Australia,371,298.02,543,6.6
CUST_1542,2025-06-28 11:21:00,2024-01-18 21:13:00,30,18866.76,81,5,Home & Kitchen,Credit Card,Germany,3,628.89,530,18.2
CUST_1543,2025-06-17 09:12:00,2024-01-08 15:29:00,38,16878.27,106,6,Apparel,Credit Card,United States,14,444.16,540,14.2
CUST_1544,2025-06-21 13:23:00,2024-01-08 21:01:00,52,28511.22,140,6,Home & Kitchen,Credit Card,Germany,10,548.29,540,10.4
CUST_1545,2024-06-24 21:40:00,2024-01-02 22:55:00,30,14561.36,80,6,Apparel,Credit Card,Germany,372,485.38,546,6.0
CUST_1546,2025-06-04 09:24:00,2024-01-17 14:32:00,28,12531.22,77,6,Apparel,PayPal,United States,27,447.54,531,18.7
CUST_1547,2025-06-27 20:34:00,2024-01-06 20:09:00,33,31462.9,111,6,Electronics,Credit Card,United States,4,953.42,542,16.8
CUST_1548,2025-06-19 19:10:00,2024-02-04 09:40:00,28,19773.67,77,6,Home & Kitchen,Credit Card,Germany,12,706.2,513,18.6
CUST_1549,2025-06-29 20:39:00,2024-01-20 09:56:00,31,19150.87,80,6,Electronics,Credit Card,United Kingdom,2,617.77,528,17.5
CUST_1550,2025-06-16 21:25:00,2024-01-01 19:18:00,30,30758.3,110,6,Home & Kitchen,Credit Card,Canada,15,1025.28,547,18.3
CUST_1551,2025-06-17 08:07:00,2024-02-11 15:32:00,32,14201.32,92,6,Home & Kitchen,Credit Card,United Kingdom,14,443.79,506,15.9
CUST_1552,2025-06-22 12:56:00,2024-01-13 17:49:00,34,21852.47,99,6,Apparel,Credit Card,India,9,642.72,535,15.9
CUST_1553,2025-06-09 08:28:00,2024-01-08 16:22:00,37,13006.4,99,6,Apparel,Credit Card,United Kingdom,22,351.52,540,14.4
CUST_1554,2024-06-16 11:33:00,2024-01-10 08:38:00,34,18175.58,96,6,Apparel,Credit Card,United Kingdom,380,534.58,538,4.8
CUST_1555,2025-06-19 11:26:00,2024-02-08 16:37:00,32,18661.45,82,5,Beauty & Personal Care,Credit Card,India,12,583.17,509,16.0
CUST_1556,2025-06-05 13:28:00,2024-01-29 22:58:00,28,12203.59,68,6,Apparel,PayPal,United Kingdom,26,435.84,518,18.2
CUST_1557,2025-06-12 20:19:00,2024-01-04 14:53:00,32,24624.01,79,6,Electronics,Credit Card,United States,19,769.5,544,16.9
CUST_1558,2025-06-25 18:41:00,2024-01-07 12:10:00,42,24650.84,107,6,Home & Kitchen,Credit Card,United States,6,586.92,541,13.0
CUST_1559,2025-05-31 14:53:00,2024-01-07 11:31:00,36,29600.87,98,6,Electronics,Credit Card,Canada,31,822.25,541,14.6
CUST_1560,2025-06-05 18:46:00,2024-01-05 12:10:00,42,11191.8,123,6,Apparel,Credit Card,Germany,26,266.47,543,12.6
CUST_1561,2025-05-30 14:38:00,2024-01-11 09:24:00,38,25234.13,131,5,Apparel,Credit Card,Germany,32,664.06,537,13.6
CUST_1562,2025-05-18 09:44:00,2024-01-09 17:51:00,33,18332.12,91,6,Apparel,Credit Card,United States,44,555.52,539,15.5
CUST_1563,2025-05-19 08:14:00,2024-01-08 14:35:00,28,15011.9,79,6,Beauty & Personal Care,PayPal,United States,43,536.14,540,18.4
CUST_1564,2025-06-28 15:21:00,2024-01-04 16:12:00,37,25010.79,93,6,Home & Kitchen,Credit Card,United States,3,675.97,544,15.0
CUST_1565,2025-06-12 19:19:00,2024-01-03 11:25:00,42,57138.97,163,6,Electronics,Credit Card,United States,19,1360.45,545,12.8
CUST_1566,2025-06-16 15:58:00,2024-01-31 15:09:00,21,11989.63,58,6,Apparel,Credit Card,United Kingdom,15,570.93,517,25.1
