Date,ActualRevenue,OrderVolume,UnitsSold,PredictedRevenue,LowerBound,UpperBound,DataType
2024-12-16,48074.729999999996,87.0,246.0,48074.729999999996,48074.729999999996,48074.729999999996,Historical
2024-12-17,43638.31,74.0,220.0,43638.31,43638.31,43638.31,Historical
2024-12-18,40189.17,74.0,188.0,40189.17,40189.17,40189.17,Historical
2024-12-19,59793.23,86.0,238.0,59793.23,59793.23,59793.23,Historical
2024-12-20,51074.93,70.0,195.0,51074.93,51074.93,51074.93,Historical
2024-12-21,43414.63,83.0,230.0,43414.63,43414.63,43414.63,Historical
2024-12-22,51272.98,104.0,283.0,51272.98,51272.98,51272.98,Historical
2024-12-23,41204.54,71.0,205.0,41204.54,41204.54,41204.54,Historical
2024-12-24,24884.93,62.0,179.0,24884.93,24884.93,24884.93,Historical
2024-12-25,45505.03,86.0,245.0,45505.03,45505.03,45505.03,Historical
2024-12-26,34619.37,64.0,168.0,34619.37,34619.37,34619.37,Historical
2024-12-27,45650.0,79.0,222.0,45650.0,45650.0,45650.0,Historical
2024-12-28,36891.12,75.0,206.0,36891.12,36891.12,36891.12,Historical
2024-12-29,45718.51,77.0,205.0,45718.51,45718.51,45718.51,Historical
2024-12-30,45683.39,67.0,188.0,45683.39,45683.39,45683.39,Historical
2024-12-31,36257.090000000004,84.0,224.0,36257.090000000004,36257.090000000004,36257.090000000004,Historical
2025-01-01,38831.14,90.0,245.0,38831.14,38831.14,38831.14,Historical
2025-01-02,51676.12,90.0,263.0,51676.12,51676.12,51676.12,Historical
2025-01-03,44647.56,75.0,204.0,44647.56,44647.56,44647.56,Historical
2025-01-04,52046.2,84.0,240.0,52046.2,52046.2,52046.2,Historical
2025-01-05,49538.28,80.0,226.0,49538.28,49538.28,49538.28,Historical
2025-01-06,41774.76,77.0,213.0,41774.76,41774.76,41774.76,Historical
2025-01-07,58796.47,97.0,288.0,58796.47,58796.47,58796.47,Historical
2025-01-08,46722.17,80.0,222.0,46722.17,46722.17,46722.17,Historical
2025-01-09,41391.17,84.0,227.0,41391.17,41391.17,41391.17,Historical
2025-01-10,40301.26,79.0,212.0,40301.26,40301.26,40301.26,Historical
2025-01-11,33931.17,62.0,163.0,33931.17,33931.17,33931.17,Historical
2025-01-12,38241.63,67.0,189.0,38241.63,38241.63,38241.63,Historical
2025-01-13,40666.83,79.0,231.0,40666.83,40666.83,40666.83,Historical
2025-01-14,36039.93,71.0,189.0,36039.93,36039.93,36039.93,Historical
2025-01-15,39311.630000000005,71.0,185.0,39311.630000000005,39311.630000000005,39311.630000000005,Historical
2025-01-16,45292.91,92.0,251.0,45292.91,45292.91,45292.91,Historical
2025-01-17,56832.51,91.0,247.0,56832.51,56832.51,56832.51,Historical
2025-01-18,37653.28,71.0,193.0,37653.28,37653.28,37653.28,Historical
2025-01-19,44900.58,70.0,181.0,44900.58,44900.58,44900.58,Historical
2025-01-20,73092.07,89.0,263.0,73092.07,73092.07,73092.07,Historical
2025-01-21,57170.68,95.0,249.0,57170.68,57170.68,57170.68,Historical
2025-01-22,30640.66,62.0,168.0,30640.66,30640.66,30640.66,Historical
2025-01-23,71307.54000000001,100.0,247.0,71307.54000000001,71307.54000000001,71307.54000000001,Historical
2025-01-24,41060.1,73.0,212.0,41060.1,41060.1,41060.1,Historical
2025-01-25,51241.0,94.0,257.0,51241.0,51241.0,51241.0,Historical
2025-01-26,47298.42,78.0,221.0,47298.42,47298.42,47298.42,Historical
2025-01-27,46505.58,70.0,213.0,46505.58,46505.58,46505.58,Historical
2025-01-28,37872.96,85.0,222.0,37872.96,37872.96,37872.96,Historical
2025-01-29,63565.27,89.0,226.0,63565.27,63565.27,63565.27,Historical
2025-01-30,41844.72,66.0,174.0,41844.72,41844.72,41844.72,Historical
2025-01-31,37853.32,66.0,184.0,37853.32,37853.32,37853.32,Historical
2025-02-01,41624.98,69.0,179.0,41624.98,41624.98,41624.98,Historical
2025-02-02,27233.7,73.0,210.0,27233.7,27233.7,27233.7,Historical
2025-02-03,52199.65,87.0,236.0,52199.65,52199.65,52199.65,Historical
2025-02-04,49573.9,72.0,203.0,49573.9,49573.9,49573.9,Historical
2025-02-05,50585.13,85.0,219.0,50585.13,50585.13,50585.13,Historical
2025-02-06,41377.06,80.0,215.0,41377.06,41377.06,41377.06,Historical
2025-02-07,36056.65,74.0,206.0,36056.65,36056.65,36056.65,Historical
2025-02-08,38561.08,81.0,228.0,38561.08,38561.08,38561.08,Historical
2025-02-09,38992.29,62.0,173.0,38992.29,38992.29,38992.29,Historical
2025-02-10,56965.17,84.0,234.0,56965.17,56965.17,56965.17,Historical
2025-02-11,50491.55,87.0,259.0,50491.55,50491.55,50491.55,Historical
2025-02-12,41086.04,84.0,239.0,41086.04,41086.04,41086.04,Historical
2025-02-13,43826.83,71.0,201.0,43826.83,43826.83,43826.83,Historical
2025-02-14,48593.62,83.0,224.0,48593.62,48593.62,48593.62,Historical
2025-02-15,33440.79,70.0,203.0,33440.79,33440.79,33440.79,Historical
2025-02-16,56994.02,69.0,181.0,56994.02,56994.02,56994.02,Historical
2025-02-17,46382.16,71.0,200.0,46382.16,46382.16,46382.16,Historical
2025-02-18,48132.77,65.0,187.0,48132.77,48132.77,48132.77,Historical
2025-02-19,46394.86,69.0,195.0,46394.86,46394.86,46394.86,Historical
2025-02-20,39756.909999999996,85.0,242.0,39756.909999999996,39756.909999999996,39756.909999999996,Historical
2025-02-21,42139.46,69.0,189.0,42139.46,42139.46,42139.46,Historical
2025-02-22,45364.11,81.0,189.0,45364.11,45364.11,45364.11,Historical
2025-02-23,45743.7,73.0,203.0,45743.7,45743.7,45743.7,Historical
2025-02-24,41848.05,78.0,218.0,41848.05,41848.05,41848.05,Historical
2025-02-25,42125.76,72.0,181.0,42125.76,42125.76,42125.76,Historical
2025-02-26,53156.53,81.0,220.0,53156.53,53156.53,53156.53,Historical
2025-02-27,42417.67,78.0,211.0,42417.67,42417.67,42417.67,Historical
2025-02-28,27994.510000000002,71.0,192.0,27994.510000000002,27994.510000000002,27994.510000000002,Historical
2025-03-01,35750.62,74.0,168.0,35750.62,35750.62,35750.62,Historical
2025-03-02,53709.44,78.0,219.0,53709.44,53709.44,53709.44,Historical
2025-03-03,46550.21,69.0,183.0,46550.21,46550.21,46550.21,Historical
2025-03-04,53991.89,78.0,219.0,53991.89,53991.89,53991.89,Historical
2025-03-05,40587.2,78.0,210.0,40587.2,40587.2,40587.2,Historical
2025-03-06,50702.85,77.0,222.0,50702.85,50702.85,50702.85,Historical
2025-03-07,47977.89,86.0,249.0,47977.89,47977.89,47977.89,Historical
2025-03-08,47576.28,82.0,221.0,47576.28,47576.28,47576.28,Historical
2025-03-09,62125.98,85.0,229.0,62125.98,62125.98,62125.98,Historical
2025-03-10,50265.39,91.0,274.0,50265.39,50265.39,50265.39,Historical
2025-03-11,41605.34,83.0,222.0,41605.34,41605.34,41605.34,Historical
2025-03-12,31845.44,77.0,228.0,31845.44,31845.44,31845.44,Historical
2025-03-13,39291.770000000004,67.0,179.0,39291.770000000004,39291.770000000004,39291.770000000004,Historical
2025-03-14,49654.43,86.0,235.0,49654.43,49654.43,49654.43,Historical
2025-03-15,37916.39,74.0,206.0,37916.39,37916.39,37916.39,Historical
2025-03-16,32394.72,59.0,164.0,32394.72,32394.72,32394.72,Historical
2025-03-17,37264.45,70.0,197.0,37264.45,37264.45,37264.45,Historical
2025-03-18,54259.79,91.0,242.0,54259.79,54259.79,54259.79,Historical
2025-03-19,41255.06,68.0,180.0,41255.06,41255.06,41255.06,Historical
2025-03-20,57877.979999999996,79.0,211.0,57877.979999999996,57877.979999999996,57877.979999999996,Historical
2025-03-21,51916.55,78.0,207.0,51916.55,51916.55,51916.55,Historical
2025-03-22,44831.37,86.0,231.0,44831.37,44831.37,44831.37,Historical
2025-03-23,38277.35,71.0,191.0,38277.35,38277.35,38277.35,Historical
2025-03-24,55776.12,87.0,239.0,55776.12,55776.12,55776.12,Historical
2025-03-25,56625.799999999996,94.0,261.0,56625.799999999996,56625.799999999996,56625.799999999996,Historical
2025-03-26,55478.14,81.0,229.0,55478.14,55478.14,55478.14,Historical
2025-03-27,54330.58,85.0,232.0,54330.58,54330.58,54330.58,Historical
2025-03-28,58922.15,80.0,253.0,58922.15,58922.15,58922.15,Historical
2025-03-29,39799.25,71.0,204.0,39799.25,39799.25,39799.25,Historical
2025-03-30,61679.6,87.0,236.0,61679.6,61679.6,61679.6,Historical
2025-03-31,28065.49,61.0,161.0,28065.49,28065.49,28065.49,Historical
2025-04-01,52337.85,78.0,232.0,52337.85,52337.85,52337.85,Historical
2025-04-02,52452.74,89.0,255.0,52452.74,52452.74,52452.74,Historical
2025-04-03,36490.01,86.0,243.0,36490.01,36490.01,36490.01,Historical
2025-04-04,55799.53,96.0,263.0,55799.53,55799.53,55799.53,Historical
2025-04-05,50782.17,81.0,208.0,50782.17,50782.17,50782.17,Historical
2025-04-06,45319.05,68.0,195.0,45319.05,45319.05,45319.05,Historical
2025-04-07,45017.94,79.0,205.0,45017.94,45017.94,45017.94,Historical
2025-04-08,55794.72,80.0,220.0,55794.72,55794.72,55794.72,Historical
2025-04-09,47809.44,84.0,212.0,47809.44,47809.44,47809.44,Historical
2025-04-10,42645.45,73.0,214.0,42645.45,42645.45,42645.45,Historical
2025-04-11,52729.07,78.0,217.0,52729.07,52729.07,52729.07,Historical
2025-04-12,53129.43,83.0,243.0,53129.43,53129.43,53129.43,Historical
2025-04-13,35183.08,56.0,146.0,35183.08,35183.08,35183.08,Historical
2025-04-14,43844.44,81.0,238.0,43844.44,43844.44,43844.44,Historical
2025-04-15,34763.89,72.0,215.0,34763.89,34763.89,34763.89,Historical
2025-04-16,42232.81,78.0,231.0,42232.81,42232.81,42232.81,Historical
2025-04-17,54274.65,78.0,214.0,54274.65,54274.65,54274.65,Historical
2025-04-18,66915.7,87.0,235.0,66915.7,66915.7,66915.7,Historical
2025-04-19,41836.04,76.0,205.0,41836.04,41836.04,41836.04,Historical
2025-04-20,38645.4,70.0,197.0,38645.4,38645.4,38645.4,Historical
2025-04-21,51879.02,61.0,170.0,51879.02,51879.02,51879.02,Historical
2025-04-22,40683.32,78.0,214.0,40683.32,40683.32,40683.32,Historical
2025-04-23,49110.04,90.0,262.0,49110.04,49110.04,49110.04,Historical
2025-04-24,45374.47,85.0,252.0,45374.47,45374.47,45374.47,Historical
2025-04-25,51073.979999999996,85.0,256.0,51073.979999999996,51073.979999999996,51073.979999999996,Historical
2025-04-26,49928.63,75.0,216.0,49928.63,49928.63,49928.63,Historical
2025-04-27,64506.73,98.0,286.0,64506.73,64506.73,64506.73,Historical
2025-04-28,46599.53,98.0,266.0,46599.53,46599.53,46599.53,Historical
2025-04-29,45785.18,77.0,225.0,45785.18,45785.18,45785.18,Historical
2025-04-30,53307.43,85.0,244.0,53307.43,53307.43,53307.43,Historical
2025-05-01,41695.44,73.0,209.0,41695.44,41695.44,41695.44,Historical
2025-05-02,37745.11,89.0,257.0,37745.11,37745.11,37745.11,Historical
2025-05-03,50574.340000000004,78.0,213.0,50574.340000000004,50574.340000000004,50574.340000000004,Historical
2025-05-04,43854.49,75.0,183.0,43854.49,43854.49,43854.49,Historical
2025-05-05,44479.47,75.0,208.0,44479.47,44479.47,44479.47,Historical
2025-05-06,46224.55,77.0,217.0,46224.55,46224.55,46224.55,Historical
2025-05-07,58301.25,94.0,240.0,58301.25,58301.25,58301.25,Historical
2025-05-08,47382.52,97.0,297.0,47382.52,47382.52,47382.52,Historical
2025-05-09,46766.84,75.0,219.0,46766.84,46766.84,46766.84,Historical
2025-05-10,72252.02,84.0,239.0,72252.02,72252.02,72252.02,Historical
2025-05-11,49234.0,96.0,264.0,49234.0,49234.0,49234.0,Historical
2025-05-12,37426.73,78.0,213.0,37426.73,37426.73,37426.73,Historical
2025-05-13,39147.31,61.0,166.0,39147.31,39147.31,39147.31,Historical
2025-05-14,44289.44,63.0,183.0,44289.44,44289.44,44289.44,Historical
2025-05-15,50791.26,72.0,186.0,50791.26,50791.26,50791.26,Historical
2025-05-16,62653.340000000004,88.0,250.0,62653.340000000004,62653.340000000004,62653.340000000004,Historical
2025-05-17,70836.29,98.0,266.0,70836.29,70836.29,70836.29,Historical
2025-05-18,43425.58,79.0,186.0,43425.58,43425.58,43425.58,Historical
2025-05-19,39990.4,83.0,224.0,39990.4,39990.4,39990.4,Historical
2025-05-20,49730.49,67.0,183.0,49730.49,49730.49,49730.49,Historical
2025-05-21,46684.55,83.0,226.0,46684.55,46684.55,46684.55,Historical
2025-05-22,45646.27,75.0,232.0,45646.27,45646.27,45646.27,Historical
2025-05-23,55330.96,90.0,253.0,55330.96,55330.96,55330.96,Historical
2025-05-24,26199.16,60.0,161.0,26199.16,26199.16,26199.16,Historical
2025-05-25,60924.4,82.0,225.0,60924.4,60924.4,60924.4,Historical
2025-05-26,43828.17,73.0,200.0,43828.17,43828.17,43828.17,Historical
2025-05-27,49538.39,87.0,246.0,49538.39,49538.39,49538.39,Historical
2025-05-28,59106.32,92.0,255.0,59106.32,59106.32,59106.32,Historical
2025-05-29,46031.63,85.0,257.0,46031.63,46031.63,46031.63,Historical
2025-05-30,29847.43,70.0,162.0,29847.43,29847.43,29847.43,Historical
2025-05-31,39740.37,78.0,231.0,39740.37,39740.37,39740.37,Historical
2025-06-01,40908.54,83.0,235.0,40908.54,40908.54,40908.54,Historical
2025-06-02,35358.0,76.0,172.0,35358.0,35358.0,35358.0,Historical
2025-06-03,49290.270000000004,85.0,238.0,49290.270000000004,49290.270000000004,49290.270000000004,Historical
2025-06-04,44916.31,78.0,207.0,44916.31,44916.31,44916.31,Historical
2025-06-05,50757.3,93.0,264.0,50757.3,50757.3,50757.3,Historical
2025-06-06,37394.5,77.0,211.0,37394.5,37394.5,37394.5,Historical
2025-06-07,44951.14,95.0,252.0,44951.14,44951.14,44951.14,Historical
2025-06-08,36271.05,79.0,232.0,36271.05,36271.05,36271.05,Historical
2025-06-09,49900.21,81.0,227.0,49900.21,49900.21,49900.21,Historical
2025-06-10,52695.97,85.0,249.0,52695.97,52695.97,52695.97,Historical
2025-06-11,46080.07,88.0,241.0,46080.07,46080.07,46080.07,Historical
2025-06-12,40664.22,81.0,214.0,40664.22,40664.22,40664.22,Historical
2025-06-13,37131.05,77.0,192.0,37131.05,37131.05,37131.05,Historical
2025-06-14,33835.84,84.0,248.0,33835.84,33835.84,33835.84,Historical
2025-06-15,48568.73,72.0,204.0,48568.73,48568.73,48568.73,Historical
2025-06-16,43555.41,76.0,227.0,43555.41,43555.41,43555.41,Historical
2025-06-17,48139.26,74.0,193.0,48139.26,48139.26,48139.26,Historical
2025-06-18,44788.26,81.0,220.0,44788.26,44788.26,44788.26,Historical
2025-06-19,61687.58,95.0,279.0,61687.58,61687.58,61687.58,Historical
2025-06-20,51853.05,80.0,232.0,51853.05,51853.05,51853.05,Historical
2025-06-21,53672.94,76.0,231.0,53672.94,53672.94,53672.94,Historical
2025-06-22,41159.46,66.0,179.0,41159.46,41159.46,41159.46,Historical
2025-06-23,45459.05,71.0,204.0,45459.05,45459.05,45459.05,Historical
2025-06-24,48675.87,84.0,268.0,48675.87,48675.87,48675.87,Historical
2025-06-25,61542.15,90.0,234.0,61542.15,61542.15,61542.15,Historical
2025-06-26,43743.75,74.0,190.0,43743.75,43743.75,43743.75,Historical
2025-06-27,50834.32,78.0,239.0,50834.32,50834.32,50834.32,Historical
2025-06-28,37114.27,61.0,158.0,37114.27,37114.27,37114.27,Historical
2025-06-29,52748.59,70.0,215.0,52748.59,52748.59,52748.59,Historical
2025-06-30,48911.1,78.0,205.0,48911.1,48911.1,48911.1,Historical
2025-07-01,,,,39134.2,17814.55,60453.84,Forecast
2025-07-02,,,,39402.74,18083.1,60722.39,Forecast
2025-07-03,,,,40264.61,18944.96,61584.26,Forecast
2025-07-04,,,,38770.93,17451.28,60090.58,Forecast
2025-07-05,,,,37823.99,16504.34,59143.64,Forecast
2025-07-06,,,,39843.8,18524.15,61163.45,Forecast
2025-07-07,,,,38227.33,16907.69,59546.98,Forecast
2025-07-08,,,,38773.33,17453.68,60092.98,Forecast
2025-07-09,,,,39041.88,17722.23,60361.53,Forecast
2025-07-10,,,,39903.74,18584.1,61223.39,Forecast
2025-07-11,,,,38410.06,17090.42,59729.71,Forecast
2025-07-12,,,,37463.13,16143.48,58782.77,Forecast
2025-07-13,,,,39482.93,18163.28,60802.58,Forecast
2025-07-14,,,,37866.47,16546.82,59186.12,Forecast
2025-07-15,,,,38412.46,17092.82,59732.11,Forecast
2025-07-16,,,,38681.01,17361.36,60000.66,Forecast
2025-07-17,,,,39542.88,18223.23,60862.52,Forecast
2025-07-18,,,,38049.2,16729.55,59368.84,Forecast
2025-07-19,,,,37102.26,15782.61,58421.91,Forecast
2025-07-20,,,,39122.07,17802.42,60441.71,Forecast
2025-07-21,,,,37505.6,16185.95,58825.25,Forecast
2025-07-22,,,,38051.6,16731.95,59371.24,Forecast
2025-07-23,,,,38320.15,17000.5,59639.79,Forecast
2025-07-24,,,,39182.01,17862.36,60501.66,Forecast
2025-07-25,,,,37688.33,16368.68,59007.98,Forecast
2025-07-26,,,,36741.39,15421.75,58061.04,Forecast
2025-07-27,,,,38761.2,17441.55,60080.85,Forecast
2025-07-28,,,,37144.74,15825.09,58464.38,Forecast
2025-07-29,,,,37690.73,16371.08,59010.38,Forecast
2025-07-30,,,,37959.28,16639.63,59278.93,Forecast
