TransactionID,CustomerID,ProductID,ProductCategory,Quantity,UnitPrice,TransactionDate,Country,PaymentMethod,Revenue
TXN_031302,CUST_1643,P_HOME_006,Home & Kitchen,2,372.22,2024-03-13 16:16:00,United States,PayPal,744.44
TXN_022007,CUST_1614,P_ELEC_013,Electronics,1,490.02,2024-03-13 16:21:00,United States,Debit Card,490.02
TXN_047353,CUST_2104,P_SPRT_005,Sports & Outdoors,3,135.92,2024-03-13 16:45:00,India,Credit Card,407.76
TXN_016691,CUST_2356,P_ELEC_010,Electronics,1,692.36,2024-03-13 16:47:00,India,Credit Card,692.36
TXN_034362,CUST_1075,P_BEAU_012,Beauty & Personal Care,4,28.08,2024-03-13 16:50:00,Germany,Debit Card,112.32
TXN_023829,CUST_1763,P_SPRT_015,Sports & Outdoors,1,169.22,2024-03-13 16:51:00,United States,Credit Card,169.22
TXN_003037,CUST_1063,P_APP_026,Apparel,3,135.71,2024-03-13 16:59:00,Canada,PayPal,407.13
TXN_044510,CUST_1261,P_ELEC_002,Electronics,1,632.36,2024-03-13 17:01:00,Germany,Credit Card,632.36
TXN_011135,CUST_1299,P_ELEC_022,Electronics,2,1321.04,2024-03-13 17:04:00,Germany,PayPal,2642.08
TXN_009536,CUST_2006,P_APP_025,Apparel,1,56.27,2024-03-13 17:09:00,Germany,UPI,56.27
TXN_003974,CUST_2224,P_ELEC_017,Electronics,1,752.2,2024-03-13 17:12:00,India,UPI,752.2
TXN_046595,CUST_1484,P_SPRT_008,Sports & Outdoors,3,268.03,2024-03-13 17:24:00,Germany,Credit Card,804.09
TXN_012895,CUST_2371,P_HOME_017,Home & Kitchen,1,142.82,2024-03-13 17:30:00,Australia,UPI,142.82
TXN_010208,CUST_2263,P_HOME_016,Home & Kitchen,3,225.96,2024-03-13 17:36:00,United States,Debit Card,677.88
TXN_004056,CUST_2352,P_HOME_017,Home & Kitchen,1,76.75,2024-03-13 17:37:00,United Kingdom,Credit Card,76.75
TXN_004273,CUST_1022,P_HOME_023,Home & Kitchen,1,244.32,2024-03-13 17:41:00,United States,Credit Card,244.32
TXN_038465,CUST_1717,P_HOME_019,Home & Kitchen,1,35.68,2024-03-13 17:52:00,Canada,Credit Card,35.68
TXN_000760,CUST_1172,P_ELEC_018,Electronics,1,642.54,2024-03-13 17:56:00,United States,Credit Card,642.54
TXN_017908,CUST_2295,P_APP_035,Apparel,3,124.36,2024-03-13 17:59:00,Canada,UPI,373.08
TXN_042243,CUST_1841,P_BEAU_015,Beauty & Personal Care,5,81.38,2024-03-13 18:08:00,United States,Credit Card,406.9
TXN_034979,CUST_1794,P_BEAU_008,Beauty & Personal Care,6,98.84,2024-03-13 18:08:00,Germany,Credit Card,593.04
TXN_045920,CUST_1502,P_ELEC_024,Electronics,3,753.39,2024-03-13 18:14:00,United Kingdom,Credit Card,2260.17
TXN_012358,CUST_1477,P_HOME_023,Home & Kitchen,4,270.9,2024-03-13 18:14:00,United States,Credit Card,1083.6
TXN_035666,CUST_2195,P_HOME_015,Home & Kitchen,2,37.98,2024-03-13 18:24:00,United States,Credit Card,75.96
TXN_040595,CUST_1724,P_SPRT_019,Sports & Outdoors,1,233.18,2024-03-13 18:26:00,Germany,Credit Card,233.18
TXN_007532,CUST_1420,P_SPRT_019,Sports & Outdoors,1,283.71,2024-03-13 18:28:00,Canada,Net Banking,283.71
TXN_020966,CUST_1640,P_BEAU_008,Beauty & Personal Care,2,60.1,2024-03-13 18:33:00,United States,PayPal,120.2
TXN_000220,CUST_1228,P_BOOK_019,Books,3,33.3,2024-03-13 18:43:00,United States,UPI,99.9
TXN_024455,CUST_1367,P_HOME_010,Home & Kitchen,4,287.85,2024-03-13 19:07:00,Australia,PayPal,1151.4
TXN_000777,CUST_2126,P_ELEC_018,Electronics,2,1376.76,2024-03-13 19:53:00,United Kingdom,UPI,2753.52
TXN_020586,CUST_2020,P_APP_012,Apparel,2,44.54,2024-03-13 19:56:00,United States,PayPal,89.08
TXN_021314,CUST_1620,P_BEAU_019,Beauty & Personal Care,1,73.09,2024-03-13 19:59:00,Germany,Debit Card,73.09
TXN_018925,CUST_1018,P_BEAU_018,Beauty & Personal Care,1,44.43,2024-03-13 20:11:00,United Kingdom,PayPal,44.43
TXN_047180,CUST_1273,P_HOME_005,Home & Kitchen,3,237.42,2024-03-13 20:26:00,India,Credit Card,712.26
TXN_002138,CUST_1790,P_APP_017,Apparel,5,134.25,2024-03-13 20:26:00,India,UPI,671.25
TXN_015810,CUST_2337,P_SPRT_009,Sports & Outdoors,1,130.1,2024-03-13 20:28:00,United States,Net Banking,130.1
TXN_042605,CUST_2369,P_APP_017,Apparel,2,138.42,2024-03-13 20:34:00,United States,Credit Card,276.84
TXN_031690,CUST_1817,P_APP_018,Apparel,5,76.37,2024-03-13 20:36:00,United Kingdom,Credit Card,381.85
TXN_027445,CUST_1139,P_BOOK_016,Books,3,59.23,2024-03-13 20:38:00,United States,Credit Card,177.69
TXN_024737,CUST_1909,P_BOOK_010,Books,4,49.6,2024-03-13 20:47:00,United States,PayPal,198.4
TXN_032620,CUST_1975,P_APP_039,Apparel,5,145.37,2024-03-13 20:50:00,United States,Credit Card,726.85
TXN_037391,CUST_2377,P_APP_003,Apparel,5,107.38,2024-03-13 21:02:00,United Kingdom,Net Banking,536.9
TXN_011750,CUST_2248,P_SPRT_018,Sports & Outdoors,2,128.75,2024-03-13 21:06:00,United States,UPI,257.5
TXN_029420,CUST_1520,P_APP_024,Apparel,1,72.14,2024-03-13 21:08:00,United States,PayPal,72.14
TXN_037226,CUST_1734,P_APP_029,Apparel,5,143.64,2024-03-13 21:11:00,United Kingdom,PayPal,718.2
TXN_017471,CUST_1436,P_ELEC_030,Electronics,2,1003.46,2024-03-13 21:11:00,Germany,PayPal,2006.92
TXN_017242,CUST_2388,P_BEAU_016,Beauty & Personal Care,4,71.43,2024-03-13 21:23:00,United States,Debit Card,285.72
TXN_043815,CUST_1814,P_BOOK_019,Books,4,53.47,2024-03-13 21:41:00,India,PayPal,213.88
TXN_021689,CUST_1878,P_BOOK_007,Books,4,23.65,2024-03-13 21:42:00,Germany,Credit Card,94.6
TXN_031740,CUST_2390,P_APP_037,Apparel,5,75.27,2024-03-13 21:54:00,United Kingdom,Credit Card,376.35
TXN_034812,CUST_1787,P_ELEC_011,Electronics,2,1187.47,2024-03-13 21:54:00,United Kingdom,Debit Card,2374.94
TXN_024160,CUST_1201,P_BEAU_005,Beauty & Personal Care,6,71.1,2024-03-13 21:59:00,Germany,Credit Card,426.6
TXN_006634,CUST_1656,P_BOOK_010,Books,2,8.87,2024-03-13 22:12:00,United States,PayPal,17.74
TXN_023494,CUST_1951,P_HOME_023,Home & Kitchen,4,382.88,2024-03-13 22:25:00,Germany,PayPal,1531.52
TXN_013328,CUST_1429,P_HOME_021,Home & Kitchen,3,291.78,2024-03-13 22:34:00,United States,Credit Card,875.34
TXN_011647,CUST_1940,P_BEAU_002,Beauty & Personal Care,2,63.19,2024-03-13 22:39:00,United Kingdom,Debit Card,126.38
TXN_022067,CUST_2352,P_SPRT_014,Sports & Outdoors,2,205.47,2024-03-14 08:06:00,United Kingdom,Credit Card,410.94
TXN_010577,CUST_2067,P_ELEC_028,Electronics,2,281.59,2024-03-14 08:24:00,United States,PayPal,563.18
TXN_048245,CUST_1506,P_ELEC_027,Electronics,3,90.37,2024-03-14 08:30:00,United States,Credit Card,271.11
TXN_040023,CUST_2283,P_SPRT_014,Sports & Outdoors,3,213.14,2024-03-14 08:35:00,United Kingdom,Credit Card,639.42
TXN_001052,CUST_1478,P_HOME_005,Home & Kitchen,1,205.78,2024-03-14 08:47:00,United Kingdom,Credit Card,205.78
TXN_047226,CUST_1795,P_BEAU_019,Beauty & Personal Care,8,46.79,2024-03-14 08:51:00,United States,Credit Card,374.32
TXN_029442,CUST_1577,P_HOME_003,Home & Kitchen,2,91.86,2024-03-14 08:59:00,United States,Credit Card,183.72
TXN_030743,CUST_2344,P_SPRT_012,Sports & Outdoors,1,25.28,2024-03-14 09:01:00,Germany,Credit Card,25.28
TXN_039263,CUST_1240,P_ELEC_012,Electronics,3,261.32,2024-03-14 09:10:00,United States,Credit Card,783.96
TXN_002503,CUST_1381,P_HOME_015,Home & Kitchen,4,381.38,2024-03-14 09:16:00,United States,Credit Card,1525.52
TXN_023194,CUST_1332,P_HOME_001,Home & Kitchen,2,209.92,2024-03-14 09:20:00,Canada,Credit Card,419.84
TXN_046237,CUST_2234,P_BEAU_018,Beauty & Personal Care,2,58.46,2024-03-14 09:22:00,United States,Credit Card,116.92
TXN_007076,CUST_1398,P_HOME_009,Home & Kitchen,2,314.46,2024-03-14 09:22:00,United Kingdom,PayPal,628.92
TXN_011270,CUST_1982,P_HOME_001,Home & Kitchen,2,68.49,2024-03-14 10:00:00,Canada,PayPal,136.98
TXN_024176,CUST_2290,P_ELEC_024,Electronics,3,69.47,2024-03-14 10:27:00,United States,Credit Card,208.41
TXN_027702,CUST_2073,P_APP_037,Apparel,5,127.76,2024-03-14 10:35:00,United States,Credit Card,638.8
TXN_023441,CUST_1831,P_BOOK_019,Books,1,12.63,2024-03-14 11:05:00,United States,PayPal,12.63
TXN_031917,CUST_2036,P_HOME_019,Home & Kitchen,4,77.38,2024-03-14 11:11:00,Germany,PayPal,309.52
TXN_000265,CUST_1228,P_BOOK_004,Books,4,10.48,2024-03-14 11:19:00,United States,Credit Card,41.92
TXN_032207,CUST_1124,P_APP_028,Apparel,1,50.26,2024-03-14 11:27:00,United States,PayPal,50.26
TXN_000075,CUST_1623,P_BEAU_019,Beauty & Personal Care,3,64.6,2024-03-14 11:27:00,United States,PayPal,193.8
TXN_022281,CUST_2364,P_HOME_020,Home & Kitchen,1,312.06,2024-03-14 11:28:00,Germany,Debit Card,312.06
TXN_030015,CUST_1269,P_ELEC_024,Electronics,3,1009.37,2024-03-14 11:35:00,United States,Credit Card,3028.11
TXN_003335,CUST_2352,P_BEAU_013,Beauty & Personal Care,6,25.71,2024-03-14 11:49:00,United Kingdom,Debit Card,154.26
TXN_049549,CUST_1289,P_ELEC_009,Electronics,5,655.62,2024-03-14 11:50:00,United States,Credit Card,3278.1
TXN_010584,CUST_1500,P_SPRT_016,Sports & Outdoors,2,173.51,2024-03-14 11:51:00,Australia,Debit Card,347.02
TXN_011015,CUST_1172,P_ELEC_023,Electronics,3,569.95,2024-03-14 11:54:00,United States,Credit Card,1709.85
TXN_014757,CUST_1821,P_BEAU_014,Beauty & Personal Care,4,66.22,2024-03-14 11:56:00,Canada,Credit Card,264.88
TXN_041359,CUST_2371,P_APP_019,Apparel,2,90.48,2024-03-14 12:00:00,Australia,Credit Card,180.96
TXN_030771,CUST_1790,P_ELEC_001,Electronics,1,1387.64,2024-03-14 12:09:00,India,Credit Card,1387.64
TXN_019975,CUST_2426,P_APP_009,Apparel,1,36.83,2024-03-14 12:15:00,Australia,Debit Card,36.83
TXN_034564,CUST_1863,P_HOME_013,Home & Kitchen,3,363.02,2024-03-14 12:26:00,United Kingdom,Debit Card,1089.06
TXN_044988,CUST_1040,P_SPRT_002,Sports & Outdoors,3,220.68,2024-03-14 12:30:00,United Kingdom,Debit Card,662.04
TXN_021836,CUST_1983,P_APP_013,Apparel,4,44.85,2024-03-14 12:30:00,United States,Credit Card,179.4
TXN_031971,CUST_1051,P_BOOK_002,Books,3,20.79,2024-03-14 12:33:00,Australia,Credit Card,62.37
TXN_025319,CUST_2396,P_HOME_005,Home & Kitchen,1,248.81,2024-03-14 12:36:00,Canada,PayPal,248.81
TXN_010125,CUST_1006,P_BOOK_014,Books,4,21.34,2024-03-14 12:57:00,United States,Credit Card,85.36
TXN_005657,CUST_1100,P_BEAU_012,Beauty & Personal Care,1,24.69,2024-03-14 13:01:00,United States,Credit Card,24.69
TXN_004191,CUST_2259,P_APP_020,Apparel,4,52.27,2024-03-14 13:09:00,United States,Debit Card,209.08
TXN_029555,CUST_1263,P_HOME_006,Home & Kitchen,2,263.64,2024-03-14 13:19:00,United States,Credit Card,527.28
TXN_012800,CUST_1895,P_SPRT_016,Sports & Outdoors,3,268.04,2024-03-14 13:19:00,Germany,Debit Card,804.12
TXN_028876,CUST_2062,P_BEAU_012,Beauty & Personal Care,1,99.83,2024-03-14 14:03:00,Australia,Debit Card,99.83
TXN_036115,CUST_1392,P_SPRT_008,Sports & Outdoors,3,238.95,2024-03-14 14:42:00,United Kingdom,PayPal,716.85
TXN_002758,CUST_1906,P_APP_035,Apparel,3,25.82,2024-03-14 14:46:00,India,Credit Card,77.46
TXN_008780,CUST_1382,P_ELEC_006,Electronics,2,382.89,2024-03-14 15:08:00,Germany,Credit Card,765.78
TXN_044015,CUST_1382,P_APP_006,Apparel,5,38.29,2024-03-14 15:36:00,Germany,Debit Card,191.45
TXN_003560,CUST_1294,P_ELEC_019,Electronics,3,721.0,2024-03-14 15:47:00,United States,Debit Card,2163.0
TXN_025660,CUST_2451,P_APP_021,Apparel,1,104.29,2024-03-14 15:52:00,United Kingdom,PayPal,104.29
TXN_012185,CUST_1846,P_HOME_016,Home & Kitchen,1,227.42,2024-03-14 15:57:00,United Kingdom,Debit Card,227.42
TXN_031002,CUST_1692,P_BEAU_009,Beauty & Personal Care,3,41.36,2024-03-14 15:58:00,United Kingdom,Credit Card,124.08
TXN_008866,CUST_1781,P_BOOK_013,Books,3,12.88,2024-03-14 16:00:00,Germany,PayPal,38.64
TXN_027006,CUST_1375,P_ELEC_017,Electronics,2,375.65,2024-03-14 16:02:00,United States,PayPal,751.3
TXN_015079,CUST_1160,P_APP_002,Apparel,1,36.48,2024-03-14 16:04:00,Germany,PayPal,36.48
TXN_006431,CUST_1787,P_ELEC_009,Electronics,2,246.21,2024-03-14 16:18:00,United Kingdom,Net Banking,492.42
TXN_003212,CUST_1132,P_HOME_021,Home & Kitchen,1,253.1,2024-03-14 16:19:00,United States,Credit Card,253.1
TXN_019258,CUST_2161,P_ELEC_010,Electronics,3,489.6,2024-03-14 16:38:00,Canada,Debit Card,1468.8
TXN_013113,CUST_1812,P_APP_003,Apparel,2,16.67,2024-03-14 16:48:00,Canada,Credit Card,33.34
TXN_041732,CUST_1431,P_SPRT_002,Sports & Outdoors,2,232.81,2024-03-14 16:55:00,United States,Credit Card,465.62
TXN_047289,CUST_1036,P_HOME_012,Home & Kitchen,3,83.57,2024-03-14 16:59:00,Canada,Credit Card,250.71
TXN_042723,CUST_2496,P_HOME_003,Home & Kitchen,4,209.79,2024-03-14 17:14:00,Germany,Credit Card,839.16
TXN_032031,CUST_2176,P_HOME_010,Home & Kitchen,4,327.84,2024-03-14 17:15:00,United Kingdom,PayPal,1311.36
TXN_039222,CUST_2004,P_ELEC_019,Electronics,1,281.09,2024-03-14 17:22:00,Germany,UPI,281.09
TXN_031473,CUST_1681,P_BOOK_016,Books,3,59.3,2024-03-14 17:24:00,Canada,Net Banking,177.9
TXN_021680,CUST_2025,P_SPRT_007,Sports & Outdoors,3,281.27,2024-03-14 17:27:00,India,UPI,843.81
TXN_038631,CUST_2231,P_APP_027,Apparel,4,33.31,2024-03-14 17:35:00,India,PayPal,133.24
TXN_000011,CUST_2438,P_APP_011,Apparel,2,87.11,2024-03-14 17:40:00,Germany,Credit Card,174.22
TXN_033698,CUST_2007,P_HOME_010,Home & Kitchen,2,202.4,2024-03-14 17:50:00,Germany,Credit Card,404.8
TXN_010094,CUST_1588,P_SPRT_008,Sports & Outdoors,1,149.45,2024-03-14 18:01:00,United States,Credit Card,149.45
TXN_048925,CUST_2135,P_BOOK_015,Books,2,34.61,2024-03-14 18:15:00,Germany,Credit Card,69.22
TXN_047930,CUST_2314,P_BOOK_020,Books,4,16.65,2024-03-14 18:23:00,Canada,PayPal,66.6
TXN_013637,CUST_2400,P_ELEC_012,Electronics,4,1166.79,2024-03-14 18:28:00,Germany,UPI,4667.16
TXN_015220,CUST_1098,P_BEAU_003,Beauty & Personal Care,8,39.77,2024-03-14 18:35:00,United Kingdom,Credit Card,318.16
TXN_003209,CUST_1805,P_HOME_007,Home & Kitchen,1,388.54,2024-03-14 18:39:00,United Kingdom,Credit Card,388.54
TXN_048375,CUST_1265,P_APP_013,Apparel,4,30.76,2024-03-14 18:43:00,India,Credit Card,123.04
TXN_021233,CUST_1341,P_APP_029,Apparel,2,144.14,2024-03-14 18:59:00,United Kingdom,Debit Card,288.28
TXN_029603,CUST_2175,P_APP_014,Apparel,1,144.65,2024-03-14 19:02:00,Germany,Credit Card,144.65
TXN_011114,CUST_1589,P_HOME_024,Home & Kitchen,2,373.9,2024-03-14 19:02:00,United States,Debit Card,747.8
TXN_035719,CUST_2382,P_APP_021,Apparel,1,140.14,2024-03-14 19:03:00,United States,Debit Card,140.14
TXN_004220,CUST_1345,P_SPRT_004,Sports & Outdoors,1,104.55,2024-03-14 19:06:00,United States,Debit Card,104.55
TXN_002501,CUST_1296,P_BEAU_008,Beauty & Personal Care,5,97.34,2024-03-14 19:19:00,United Kingdom,PayPal,486.7
TXN_024573,CUST_1883,P_HOME_023,Home & Kitchen,2,331.29,2024-03-14 19:20:00,United States,Credit Card,662.58
TXN_026630,CUST_2163,P_ELEC_010,Electronics,2,140.74,2024-03-14 19:29:00,United States,Credit Card,281.48
TXN_000690,CUST_2426,P_ELEC_002,Electronics,2,1393.4,2024-03-14 19:42:00,Australia,PayPal,2786.8
TXN_000709,CUST_2325,P_APP_010,Apparel,3,18.21,2024-03-14 19:43:00,Australia,Credit Card,54.63
TXN_002405,CUST_1961,P_APP_038,Apparel,1,131.78,2024-03-14 19:43:00,United States,Credit Card,131.78
TXN_025350,CUST_1324,P_HOME_002,Home & Kitchen,1,338.08,2024-03-14 19:47:00,United States,Credit Card,338.08
TXN_009338,CUST_1456,P_APP_031,Apparel,1,114.46,2024-03-14 19:47:00,United Kingdom,UPI,114.46
TXN_016065,CUST_1328,P_HOME_022,Home & Kitchen,3,340.15,2024-03-14 19:59:00,Germany,Credit Card,1020.45
TXN_024441,CUST_2321,P_SPRT_016,Sports & Outdoors,3,42.27,2024-03-14 20:03:00,United States,Credit Card,126.81
TXN_035945,CUST_1422,P_HOME_024,Home & Kitchen,5,162.22,2024-03-14 20:10:00,Canada,PayPal,811.1
TXN_049517,CUST_1416,P_BEAU_012,Beauty & Personal Care,3,19.54,2024-03-14 20:21:00,United Kingdom,PayPal,58.62
TXN_019403,CUST_1922,P_APP_017,Apparel,4,175.16,2024-03-14 20:24:00,United Kingdom,PayPal,700.64
TXN_045043,CUST_2196,P_BEAU_016,Beauty & Personal Care,6,20.8,2024-03-14 20:49:00,India,Debit Card,124.8
TXN_047947,CUST_1183,P_APP_010,Apparel,4,18.57,2024-03-14 20:52:00,India,Credit Card,74.28
TXN_035055,CUST_1472,P_APP_008,Apparel,3,75.64,2024-03-14 20:52:00,Australia,UPI,226.92
TXN_026740,CUST_2268,P_APP_020,Apparel,5,54.44,2024-03-14 20:52:00,United Kingdom,Credit Card,272.2
TXN_026081,CUST_1988,P_BEAU_005,Beauty & Personal Care,1,40.95,2024-03-14 20:56:00,United Kingdom,Credit Card,40.95
TXN_041988,CUST_1821,P_APP_030,Apparel,2,25.7,2024-03-14 20:56:00,Canada,Credit Card,51.4
TXN_021121,CUST_2343,P_HOME_024,Home & Kitchen,4,120.55,2024-03-14 20:58:00,India,Credit Card,482.2
TXN_041640,CUST_2038,P_BOOK_010,Books,1,40.22,2024-03-14 21:08:00,Germany,UPI,40.22
TXN_021446,CUST_1200,P_BEAU_018,Beauty & Personal Care,5,75.14,2024-03-14 21:08:00,Canada,Credit Card,375.7
TXN_032565,CUST_1978,P_APP_002,Apparel,2,55.23,2024-03-14 21:09:00,United States,Credit Card,110.46
TXN_033873,CUST_2283,P_ELEC_014,Electronics,2,995.11,2024-03-14 21:14:00,United Kingdom,PayPal,1990.22
TXN_032536,CUST_1674,P_BEAU_011,Beauty & Personal Care,4,79.2,2024-03-14 21:15:00,United Kingdom,Net Banking,316.8
TXN_022489,CUST_1413,P_HOME_011,Home & Kitchen,4,171.98,2024-03-14 21:17:00,Australia,Net Banking,687.92
TXN_023652,CUST_1290,P_APP_026,Apparel,4,69.57,2024-03-14 21:20:00,United Kingdom,Credit Card,278.28
TXN_015361,CUST_1508,P_ELEC_012,Electronics,3,750.07,2024-03-14 21:35:00,Canada,PayPal,2250.21
TXN_011504,CUST_1974,P_ELEC_023,Electronics,3,1319.48,2024-03-14 21:43:00,United States,PayPal,3958.44
TXN_004862,CUST_2359,P_BOOK_022,Books,5,24.79,2024-03-14 21:57:00,United States,UPI,123.95
TXN_046536,CUST_1998,P_ELEC_017,Electronics,1,1248.64,2024-03-14 21:59:00,United States,Credit Card,1248.64
TXN_012325,CUST_1608,P_HOME_018,Home & Kitchen,3,225.33,2024-03-14 22:02:00,United States,Debit Card,675.99
TXN_011311,CUST_1911,P_SPRT_015,Sports & Outdoors,3,249.83,2024-03-14 22:09:00,United Kingdom,PayPal,749.49
TXN_018898,CUST_2236,P_BOOK_023,Books,4,41.6,2024-03-14 22:25:00,United States,Credit Card,166.4
TXN_047150,CUST_1503,P_ELEC_024,Electronics,1,206.8,2024-03-14 22:27:00,United States,Debit Card,206.8
TXN_020418,CUST_1223,P_HOME_003,Home & Kitchen,4,229.58,2024-03-14 22:52:00,United States,PayPal,918.32
TXN_029980,CUST_1846,P_BEAU_013,Beauty & Personal Care,3,18.58,2024-03-14 22:59:00,United Kingdom,Credit Card,55.74
TXN_014951,CUST_1123,P_APP_039,Apparel,1,39.95,2024-03-15 08:08:00,United States,PayPal,39.95
TXN_006701,CUST_1569,P_HOME_013,Home & Kitchen,3,258.06,2024-03-15 08:26:00,India,Debit Card,774.18
TXN_000366,CUST_1447,P_ELEC_012,Electronics,3,1065.56,2024-03-15 08:27:00,Australia,Net Banking,3196.68
TXN_040016,CUST_2057,P_BEAU_017,Beauty & Personal Care,3,49.15,2024-03-15 08:43:00,Canada,Credit Card,147.45
TXN_031790,CUST_2214,P_APP_040,Apparel,5,51.69,2024-03-15 08:46:00,Canada,Credit Card,258.45
TXN_043911,CUST_1240,P_ELEC_006,Electronics,1,472.63,2024-03-15 08:53:00,United States,Credit Card,472.63
TXN_024020,CUST_2139,P_BOOK_014,Books,2,16.29,2024-03-15 08:58:00,United Kingdom,Credit Card,32.58
TXN_018645,CUST_1467,P_HOME_012,Home & Kitchen,4,393.87,2024-03-15 09:12:00,United States,UPI,1575.48
TXN_048224,CUST_1733,P_BOOK_020,Books,3,48.29,2024-03-15 09:15:00,Germany,Debit Card,144.87
TXN_025900,CUST_1611,P_BOOK_006,Books,1,48.59,2024-03-15 09:17:00,United States,Credit Card,48.59
TXN_021387,CUST_2486,P_APP_033,Apparel,4,126.47,2024-03-15 09:24:00,United States,Credit Card,505.88
TXN_004874,CUST_1503,P_ELEC_012,Electronics,3,1084.78,2024-03-15 09:35:00,United States,Debit Card,3254.34
TXN_037910,CUST_1283,P_HOME_013,Home & Kitchen,3,288.47,2024-03-15 09:39:00,United States,UPI,865.41
TXN_040625,CUST_2414,P_HOME_015,Home & Kitchen,2,187.3,2024-03-15 09:42:00,United States,Credit Card,374.6
TXN_022606,CUST_1316,P_BEAU_019,Beauty & Personal Care,4,38.89,2024-03-15 10:10:00,Germany,Credit Card,155.56
TXN_016024,CUST_2010,P_HOME_003,Home & Kitchen,1,240.41,2024-03-15 10:11:00,United Kingdom,Credit Card,240.41
TXN_004082,CUST_1009,P_SPRT_015,Sports & Outdoors,3,145.16,2024-03-15 10:43:00,Germany,Debit Card,435.48
TXN_014444,CUST_1709,P_ELEC_029,Electronics,1,1091.8,2024-03-15 10:55:00,United States,Credit Card,1091.8
TXN_016795,CUST_1798,P_BOOK_008,Books,4,10.63,2024-03-15 11:00:00,United Kingdom,Credit Card,42.52
TXN_020026,CUST_2237,P_APP_002,Apparel,1,67.09,2024-03-15 11:04:00,India,PayPal,67.09
TXN_004377,CUST_1499,P_BEAU_009,Beauty & Personal Care,7,54.99,2024-03-15 11:09:00,Australia,Credit Card,384.93
TXN_034647,CUST_1076,P_APP_038,Apparel,3,61.74,2024-03-15 11:11:00,Germany,Debit Card,185.22
TXN_037912,CUST_1812,P_ELEC_007,Electronics,2,715.38,2024-03-15 11:23:00,Canada,Credit Card,1430.76
TXN_001719,CUST_1818,P_HOME_015,Home & Kitchen,3,274.28,2024-03-15 11:24:00,United States,Credit Card,822.84
TXN_011660,CUST_1674,P_BEAU_001,Beauty & Personal Care,2,19.5,2024-03-15 11:28:00,United Kingdom,Debit Card,39.0
TXN_012897,CUST_2303,P_HOME_008,Home & Kitchen,1,376.4,2024-03-15 11:36:00,United States,PayPal,376.4
TXN_029364,CUST_1554,P_BOOK_021,Books,4,32.07,2024-03-15 11:39:00,United Kingdom,Debit Card,128.28
TXN_038213,CUST_1315,P_APP_005,Apparel,1,101.37,2024-03-15 11:49:00,Canada,Credit Card,101.37
TXN_000386,CUST_1081,P_HOME_019,Home & Kitchen,2,295.24,2024-03-15 11:51:00,India,UPI,590.48
TXN_014600,CUST_1251,P_APP_028,Apparel,3,84.44,2024-03-15 12:06:00,United States,Debit Card,253.32
TXN_027954,CUST_2007,P_HOME_018,Home & Kitchen,2,94.92,2024-03-15 12:09:00,Germany,Credit Card,189.84
TXN_022482,CUST_2255,P_ELEC_015,Electronics,1,674.36,2024-03-15 12:11:00,Germany,UPI,674.36
TXN_024100,CUST_2275,P_ELEC_027,Electronics,1,690.34,2024-03-15 12:13:00,United Kingdom,Credit Card,690.34
TXN_047844,CUST_1700,P_APP_005,Apparel,1,111.02,2024-03-15 12:18:00,United Kingdom,Net Banking,111.02
TXN_048187,CUST_1825,P_APP_028,Apparel,4,46.4,2024-03-15 12:29:00,United Kingdom,Credit Card,185.6
TXN_000722,CUST_1945,P_APP_005,Apparel,2,48.84,2024-03-15 12:42:00,United States,Credit Card,97.68
TXN_030645,CUST_2439,P_BEAU_014,Beauty & Personal Care,2,24.9,2024-03-15 12:52:00,United States,Net Banking,49.8
TXN_038835,CUST_2388,P_APP_013,Apparel,4,87.57,2024-03-15 12:52:00,United States,PayPal,350.28
TXN_003151,CUST_2259,P_APP_024,Apparel,4,123.38,2024-03-15 13:01:00,United States,PayPal,493.52
TXN_026585,CUST_1046,P_SPRT_018,Sports & Outdoors,3,182.04,2024-03-15 13:11:00,Germany,Debit Card,546.12
TXN_044010,CUST_1733,P_HOME_021,Home & Kitchen,1,277.63,2024-03-15 13:31:00,Germany,UPI,277.63
TXN_029259,CUST_1988,P_SPRT_013,Sports & Outdoors,3,154.83,2024-03-15 13:43:00,United Kingdom,Credit Card,464.49
TXN_049667,CUST_1560,P_APP_017,Apparel,1,143.44,2024-03-15 14:24:00,Germany,Credit Card,143.44
TXN_040377,CUST_2280,P_APP_040,Apparel,4,110.65,2024-03-15 14:24:00,United Kingdom,Net Banking,442.6
TXN_047237,CUST_1787,P_APP_012,Apparel,2,15.36,2024-03-15 14:28:00,United Kingdom,Credit Card,30.72
TXN_029010,CUST_1528,P_BOOK_005,Books,1,32.58,2024-03-15 14:34:00,United States,PayPal,32.58
TXN_038197,CUST_1165,P_APP_021,Apparel,5,71.29,2024-03-15 14:42:00,United States,Debit Card,356.45
TXN_039485,CUST_2223,P_HOME_011,Home & Kitchen,1,38.41,2024-03-15 14:45:00,United Kingdom,Credit Card,38.41
TXN_028892,CUST_1840,P_ELEC_004,Electronics,2,559.76,2024-03-15 14:52:00,Germany,Credit Card,1119.52
TXN_043446,CUST_2276,P_HOME_003,Home & Kitchen,3,382.75,2024-03-15 14:55:00,United States,Net Banking,1148.25
TXN_036391,CUST_2308,P_BEAU_007,Beauty & Personal Care,3,63.53,2024-03-15 15:01:00,Canada,PayPal,190.59
